customer_id,frequency,monetary_total,monetary_avg,monetary_min,monetary_max,monetary_std,recency_days,first_purchase_days,customer_tenure_days,avg_days_between_purchases,is_one_time_buyer,unique_service_count,unique_service_category,unique_location,favorite_category,pct_spent_cosmetic,pct_spent_diagnostic,pct_spent_maintenance,pct_spent_repair,total_offer_received,total_opens,open_rate,total_clicks,click_rate,total_redemptions,redemption_rate,favorite_offer_type,redemptions_bundle,redemptions_credit,redemptions_discount,redemptions_free_service,redemptions_points,redemptions_referral,cluster
04EHPNZUI9,2,216.69,108.34,80.17,136.52,39.85,438,747,309,154.5,0,2,2,1,Diagnostic,0.0,0.37,0.0,0.63,6,5,0.833,2,0.333,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,8
04EJ71AAXD,2,224.35,112.18,67.37,156.98,63.36,178,931,753,376.5,0,2,2,1,Diagnostic,0.0,0.3,0.7,0.0,5,2,0.4,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
04EP2GBLO1,2,228.81,114.4,32.45,196.36,115.9,525,874,349,174.5,0,2,1,2,Maintenance,0.0,0.0,1.0,0.0,6,3,0.5,2,0.333,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,8
04EPGHORPJ,7,627.82,89.69,28.94,179.53,54.26,64,842,778,111.1,0,6,3,2,Maintenance,0.0,0.223,0.548,0.228,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04ET11GVB1,4,396.14,99.04,30.12,148.05,57.7,515,795,280,70.0,0,3,2,2,Repair,0.0,0.0,0.076,0.924,3,2,0.667,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04EWUUNBE5,16,2003.2,125.2,31.32,178.48,50.13,47,1061,1014,63.4,0,5,2,4,Cosmetic,0.822,0.0,0.178,0.0,7,3,0.429,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04EYVMG5KO,1,173.91,173.91,173.91,173.91,0.0,632,632,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,9,5,0.556,2,0.222,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,6
04F13EIG8A,1,95.61,95.61,95.61,95.61,0.0,434,434,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,4,3,0.75,1,0.25,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,8
04F2J0UCC5,3,171.13,57.04,27.74,77.09,25.94,207,516,309,103.0,0,2,2,2,Diagnostic,0.0,0.838,0.162,0.0,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04F4YQ79CB,2,265.5,132.75,90.97,174.53,59.09,474,922,448,224.0,0,2,2,2,Repair,0.0,0.0,0.657,0.343,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,6
04F7IGJRYK,7,820.21,117.17,45.97,165.58,42.37,398,875,477,68.1,0,5,3,2,Maintenance,0.543,0.0,0.279,0.179,6,2,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04F92W666V,3,174.68,58.23,30.19,74.71,24.41,963,996,33,11.0,0,3,3,3,Maintenance,0.0,0.428,0.173,0.399,4,1,0.25,1,0.25,1,0.25,Bundle,1.0,0.0,0.0,0.0,0.0,0.0,2
04FBFJX8V1,2,302.54,151.27,146.47,156.07,6.79,518,569,51,25.5,0,1,1,2,Cosmetic,1.0,0.0,0.0,0.0,10,8,0.8,1,0.1,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,6
04FC3QAZU3,5,407.94,81.59,28.34,161.33,51.41,9,1016,1007,201.4,0,5,3,3,Maintenance,0.395,0.0,0.393,0.212,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04FFNFXFKM,2,278.05,139.02,73.1,204.95,93.23,1004,1020,16,8.0,0,2,2,2,Maintenance,0.0,0.263,0.737,0.0,6,1,0.167,1,0.167,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,6
04FKLTZ3MA,7,594.87,84.98,60.42,201.55,51.67,201,1040,839,119.9,0,2,2,4,Diagnostic,0.0,0.661,0.339,0.0,9,4,0.444,2,0.222,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,8
04FKNILNM7,3,199.54,66.51,32.81,90.04,29.94,484,841,357,119.0,0,3,2,2,Maintenance,0.0,0.384,0.616,0.0,10,3,0.3,1,0.1,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
04FMAHKCE2,2,141.12,70.56,63.26,77.86,10.32,264,346,82,41.0,0,1,1,1,Diagnostic,0.0,1.0,0.0,0.0,5,2,0.4,2,0.4,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,8
04FMFHWH90,7,452.57,64.65,26.31,132.69,41.18,25,1093,1068,152.6,0,5,2,2,Maintenance,0.0,0.0,0.707,0.293,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04FS8XOTGH,2,170.04,85.02,68.49,101.55,23.38,332,343,11,5.5,0,2,2,1,Maintenance,0.0,0.403,0.597,0.0,6,5,0.833,1,0.167,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,8
04FT6YILM6,2,147.16,73.58,73.43,73.73,0.21,783,808,25,12.5,0,1,1,1,Diagnostic,0.0,1.0,0.0,0.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04FTCDZMAI,2,127.7,63.85,53.99,73.71,13.94,438,1010,572,286.0,0,2,2,2,Maintenance,0.0,0.577,0.423,0.0,5,4,0.8,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04FVYOWFIQ,6,654.58,109.1,28.07,164.57,64.18,35,858,823,137.2,0,3,2,3,Cosmetic,0.737,0.0,0.263,0.0,6,2,0.333,1,0.167,0,0.0,Credit,0.0,0.0,0.0,0.0,0.0,0.0,3
04FW8SIKS7,14,1193.76,85.27,31.7,141.52,37.44,37,1039,1002,71.6,0,5,3,4,Repair,0.0,0.062,0.122,0.816,6,3,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04FWYX8IHH,1,142.87,142.87,142.87,142.87,0.0,1064,1064,0,0.0,1,1,1,1,Repair,0.0,0.0,0.0,1.0,10,2,0.2,1,0.1,1,0.1,Credit,0.0,1.0,0.0,0.0,0.0,0.0,6
04FZBZ1LFJ,6,890.48,148.41,105.44,176.64,25.72,161,760,599,99.8,0,3,2,2,Cosmetic,0.683,0.0,0.317,0.0,2,1,0.5,1,0.5,0,0.0,Referral,0.0,0.0,0.0,0.0,0.0,0.0,8
04FZUC6KSH,1,79.63,79.63,79.63,79.63,0.0,647,647,0,0.0,1,1,1,1,Diagnostic,0.0,1.0,0.0,0.0,6,4,0.667,1,0.167,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,9
04G3L90DNG,16,1973.64,123.35,31.86,171.04,42.79,9,1077,1068,66.8,0,6,4,5,Cosmetic,0.828,0.032,0.099,0.041,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04G44TIE7U,7,526.54,75.22,34.59,154.45,43.62,223,1013,790,112.9,0,4,1,2,Maintenance,0.0,0.0,1.0,0.0,8,3,0.375,2,0.25,1,0.125,Bundle,0.0,0.0,0.0,0.0,0.0,1.0,2
04G59EJ3F3,5,531.02,106.2,38.28,176.17,54.51,428,1049,621,124.2,0,5,3,1,Maintenance,0.273,0.0,0.574,0.153,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04G86Y4R5I,6,478.71,79.78,48.81,158.83,40.68,292,961,669,111.5,0,3,3,2,Diagnostic,0.332,0.457,0.211,0.0,6,1,0.167,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04GAAUBM3C,12,993.71,82.81,32.21,148.1,36.42,53,950,897,74.8,0,5,2,3,Repair,0.0,0.0,0.121,0.879,8,3,0.375,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04GI124QC1,1,160.01,160.01,160.01,160.01,0.0,674,674,0,0.0,1,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,8,3,0.375,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,6
04GI3LOS6P,1,142.41,142.41,142.41,142.41,0.0,494,494,0,0.0,1,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,8,1,0.125,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,6
04GO5HHHUG,4,352.03,88.01,37.73,130.18,38.56,140,1082,942,235.5,0,3,2,3,Maintenance,0.37,0.0,0.63,0.0,7,4,0.571,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04GOFKSAKS,6,703.82,117.3,30.91,169.83,54.99,4,381,377,62.8,0,3,3,3,Cosmetic,0.857,0.0,0.044,0.099,6,2,0.333,1,0.167,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,3
04GR977B2L,4,183.49,45.87,27.29,65.87,20.79,143,843,700,175.0,0,2,2,1,Maintenance,0.0,0.696,0.304,0.0,10,3,0.3,1,0.1,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,7
04GVU5ZBKK,4,604.45,151.11,128.82,167.18,16.22,331,800,469,117.2,0,1,1,3,Cosmetic,1.0,0.0,0.0,0.0,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
04GWBRUDDG,1,78.8,78.8,78.8,78.8,0.0,181,181,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,8,5,0.625,2,0.25,0,0.0,Credit,0.0,0.0,0.0,0.0,0.0,0.0,7
04GX9I6UAF,8,630.17,78.77,28.97,160.6,51.21,88,1014,926,115.8,0,5,2,4,Maintenance,0.224,0.0,0.776,0.0,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04H3MKE3PT,15,1385.64,92.38,31.31,149.42,38.0,338,1056,718,47.9,0,6,3,6,Repair,0.093,0.0,0.09,0.817,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04H4WPNF61,2,77.88,38.94,29.94,47.94,12.73,427,805,378,189.0,0,2,1,1,Maintenance,0.0,0.0,1.0,0.0,10,4,0.4,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04H916AC13,6,542.55,90.42,63.54,130.53,27.58,362,1091,729,121.5,0,3,3,4,Diagnostic,0.0,0.382,0.161,0.457,3,1,0.333,1,0.333,0,0.0,Referral,0.0,0.0,0.0,0.0,0.0,0.0,3
04H91GVXOX,15,2076.17,138.41,45.4,185.16,33.33,27,1045,1018,67.9,0,4,2,1,Cosmetic,0.771,0.0,0.229,0.0,5,2,0.4,2,0.4,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04HDBOK6NW,3,306.05,102.02,47.28,132.39,47.5,716,1085,369,123.0,0,2,2,3,Repair,0.0,0.0,0.154,0.846,7,2,0.286,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04HEUQV9Y7,11,1278.19,116.2,29.87,171.2,55.09,171,924,753,68.5,0,5,4,7,Cosmetic,0.64,0.101,0.058,0.202,3,3,1.0,1,0.333,1,0.333,Discount,0.0,0.0,1.0,0.0,0.0,0.0,5
04HFF8TJU8,1,159.0,159.0,159.0,159.0,0.0,151,151,0,0.0,1,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,8,2,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
04HMLP05G1,2,147.65,73.82,45.48,102.17,40.09,54,484,430,215.0,0,2,1,1,Maintenance,0.0,0.0,1.0,0.0,8,3,0.375,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04HOFFACAW,17,1326.06,78.0,25.53,142.41,27.57,59,1033,974,57.3,0,5,4,3,Diagnostic,0.213,0.638,0.091,0.057,9,4,0.444,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04HR03HHDC,1,107.29,107.29,107.29,107.29,0.0,762,762,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,5,3,0.6,1,0.2,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,6
04HUVJP6R8,18,1417.99,78.78,28.91,197.49,45.64,95,1068,973,54.1,0,9,3,2,Maintenance,0.0,0.046,0.634,0.321,9,1,0.111,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04HVBKI6ZJ,5,568.55,113.71,51.56,169.94,45.66,225,1003,778,155.6,0,4,3,3,Cosmetic,0.538,0.0,0.244,0.218,5,4,0.8,1,0.2,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,3
04HVY8P6R1,5,372.35,74.47,34.32,117.4,32.82,258,990,732,146.4,0,4,2,3,Repair,0.0,0.0,0.226,0.774,8,4,0.5,2,0.25,1,0.125,Discount,0.0,0.0,0.0,0.0,0.0,1.0,2
04HVZEYDVF,3,272.1,90.7,31.93,172.0,72.7,269,641,372,124.0,0,3,2,2,Maintenance,0.0,0.0,0.749,0.251,6,2,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04HW15TKN5,1,79.17,79.17,79.17,79.17,0.0,331,331,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,8,4,0.5,1,0.125,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
04HWLR2XDH,5,461.06,92.21,25.52,195.78,65.24,98,687,589,117.8,0,5,1,2,Maintenance,0.0,0.0,1.0,0.0,3,1,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04HY3RQXQ0,5,340.61,68.12,60.04,74.09,5.54,394,1041,647,129.4,0,1,1,1,Diagnostic,0.0,1.0,0.0,0.0,10,4,0.4,3,0.3,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
04HYFRNKTK,1,32.04,32.04,32.04,32.04,0.0,320,320,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,7,4,0.571,1,0.143,1,0.143,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,7
04I0RVET22,19,1989.2,104.69,27.02,202.87,52.16,24,1000,976,51.4,0,7,4,4,Maintenance,0.232,0.035,0.615,0.117,9,4,0.444,2,0.222,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04I1SHKF2G,5,535.43,107.09,73.74,132.39,26.9,231,1008,777,155.4,0,2,1,3,Repair,0.0,0.0,0.0,1.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
04I3R3DH2L,4,263.49,65.87,45.39,79.33,15.77,227,952,725,181.2,0,3,2,3,Maintenance,0.0,0.535,0.465,0.0,6,2,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04I4M64H09,6,380.81,63.47,40.57,77.26,12.61,113,746,633,105.5,0,2,2,2,Diagnostic,0.0,0.893,0.107,0.0,9,5,0.556,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04I4TXTPQU,14,1337.98,95.57,41.32,154.66,39.18,41,1082,1041,74.4,0,7,4,6,Repair,0.112,0.047,0.218,0.623,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04I5ACLFFD,19,1859.22,97.85,28.5,154.79,31.73,26,969,943,49.6,0,7,3,4,Repair,0.0,0.069,0.191,0.74,2,2,1.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04I5OTM20I,9,798.3,88.7,61.44,138.64,32.34,275,996,721,80.1,0,3,3,5,Diagnostic,0.17,0.509,0.0,0.321,6,2,0.333,2,0.333,2,0.333,Discount,0.0,0.0,1.0,0.0,1.0,0.0,5
04IB1H9RDL,7,665.28,95.04,45.28,148.16,42.32,66,936,870,124.3,0,3,2,1,Repair,0.0,0.0,0.139,0.861,6,1,0.167,1,0.167,1,0.167,Credit,0.0,1.0,0.0,0.0,0.0,0.0,2
04ICWJYHOY,5,604.41,120.88,60.51,187.12,63.33,279,780,501,100.2,0,3,2,2,Maintenance,0.0,0.201,0.799,0.0,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04ID8LW057,7,866.21,123.74,78.06,176.41,41.83,331,1038,707,101.0,0,4,3,4,Repair,0.0,0.09,0.403,0.507,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04IGG1231A,2,181.35,90.68,89.07,92.28,2.27,730,928,198,99.0,0,1,1,1,Maintenance,0.0,0.0,1.0,0.0,10,3,0.3,1,0.1,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,9
04IKBUWH3V,2,161.75,80.88,74.62,87.13,8.85,519,991,472,236.0,0,1,1,1,Repair,0.0,0.0,0.0,1.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04IOKTPINH,2,130.36,65.18,27.35,103.01,53.5,172,363,191,95.5,0,2,1,2,Maintenance,0.0,0.0,1.0,0.0,6,2,0.333,1,0.167,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
04IQ5LUZL5,1,171.56,171.56,171.56,171.56,0.0,13,13,0,0.0,1,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,8,4,0.5,1,0.125,0,0.0,Points,0.0,0.0,0.0,0.0,0.0,0.0,1
04IQM53OGG,1,60.59,60.59,60.59,60.59,0.0,690,690,0,0.0,1,1,1,1,Diagnostic,0.0,1.0,0.0,0.0,7,1,0.143,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04IUH3UB9D,13,944.0,72.62,50.77,97.61,11.1,269,1028,759,58.4,0,3,2,4,Diagnostic,0.0,0.843,0.157,0.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04IV2TLE1W,12,1134.53,94.54,42.53,139.77,33.15,4,856,852,71.0,0,3,2,1,Repair,0.0,0.0,0.081,0.919,5,2,0.4,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04J0GTB05D,2,185.71,92.86,72.95,112.76,28.15,122,329,207,103.5,0,2,1,1,Repair,0.0,0.0,0.0,1.0,3,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04J180FY14,2,112.62,56.31,51.34,61.28,7.03,136,230,94,47.0,0,2,2,1,Diagnostic,0.0,0.544,0.456,0.0,7,3,0.429,1,0.143,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04J1Q4S6R6,2,147.39,73.69,70.37,77.02,4.7,655,848,193,96.5,0,1,1,1,Repair,0.0,0.0,0.0,1.0,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04J201WA7S,5,637.73,127.55,29.4,163.52,56.61,131,846,715,143.0,0,2,2,3,Cosmetic,0.954,0.0,0.046,0.0,8,3,0.375,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
04J231DDYP,7,625.2,89.31,34.25,171.6,47.02,84,901,817,116.7,0,5,3,1,Maintenance,0.481,0.233,0.286,0.0,8,3,0.375,1,0.125,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,3
04J2RA1KYT,4,271.72,67.93,59.91,75.46,8.33,400,1049,649,162.2,0,1,1,2,Diagnostic,0.0,1.0,0.0,0.0,8,4,0.5,2,0.25,1,0.125,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,2
04J3D7A9HV,13,1092.11,84.01,28.64,185.69,50.7,213,1089,876,67.4,0,8,3,4,Maintenance,0.267,0.055,0.678,0.0,7,2,0.286,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04J3YIMGYG,4,301.53,75.38,49.89,109.82,25.99,191,855,664,166.0,0,3,2,2,Diagnostic,0.0,0.47,0.53,0.0,5,2,0.4,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
04J6JJXGQE,2,232.26,116.13,77.07,155.19,55.24,738,963,225,112.5,0,2,2,1,Repair,0.668,0.0,0.0,0.332,9,5,0.556,2,0.222,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,6
04J6ZIWJG0,2,134.31,67.16,63.67,70.64,4.93,492,931,439,219.5,0,1,1,2,Diagnostic,0.0,1.0,0.0,0.0,6,3,0.5,1,0.167,1,0.167,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,2
04JAKI79T9,7,555.76,79.39,26.03,157.83,56.04,151,552,401,57.3,0,5,1,3,Maintenance,0.0,0.0,1.0,0.0,6,1,0.167,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04JDGEYTL6,18,2071.44,115.08,32.37,169.58,47.55,20,1077,1057,58.7,0,7,4,6,Cosmetic,0.734,0.032,0.191,0.043,3,2,0.667,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04JE1V5WYZ,8,781.27,97.66,26.17,204.85,58.4,32,1047,1015,126.9,0,5,2,2,Maintenance,0.0,0.0,0.814,0.186,6,3,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04JFHVAC16,2,291.99,146.0,133.37,158.62,17.85,496,581,85,42.5,0,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,9,3,0.333,1,0.111,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,6
04JGW78ER6,2,292.71,146.36,141.33,151.38,7.11,170,599,429,214.5,0,1,1,2,Cosmetic,1.0,0.0,0.0,0.0,5,2,0.4,1,0.2,1,0.2,Discount,0.0,0.0,1.0,0.0,0.0,0.0,2
04JIUD7KCJ,2,267.12,133.56,78.09,189.03,78.45,227,622,395,197.5,0,2,2,1,Maintenance,0.0,0.0,0.708,0.292,5,4,0.8,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
04JM46BMIG,2,123.13,61.56,39.9,83.23,30.64,695,923,228,114.0,0,2,2,1,Repair,0.0,0.0,0.324,0.676,7,2,0.286,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04JNZUIRK8,5,568.5,113.7,35.21,162.11,55.19,13,1084,1071,214.2,0,3,3,4,Cosmetic,0.803,0.135,0.062,0.0,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04JRCBGD38,1,38.3,38.3,38.3,38.3,0.0,386,386,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,8,3,0.375,1,0.125,1,0.125,Referral,0.0,0.0,0.0,0.0,0.0,1.0,9
04JSZ0FDIU,2,178.64,89.32,65.88,112.76,33.15,716,829,113,56.5,0,2,2,1,Diagnostic,0.0,0.369,0.0,0.631,7,2,0.286,2,0.286,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04JY1GBG1M,5,330.66,66.13,31.41,145.52,46.8,32,1077,1045,209.0,0,5,3,3,Maintenance,0.44,0.213,0.346,0.0,8,3,0.375,1,0.125,1,0.125,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,3
04K0VYF5CC,6,685.2,114.2,32.23,168.89,49.54,155,936,781,130.2,0,3,2,2,Cosmetic,0.837,0.0,0.163,0.0,8,3,0.375,1,0.125,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,3
04K1QCMOWR,4,373.4,93.35,44.68,135.96,40.15,171,661,490,122.5,0,3,2,2,Repair,0.0,0.0,0.12,0.88,5,3,0.6,1,0.2,0,0.0,Referral,0.0,0.0,0.0,0.0,0.0,0.0,8
04K3EXP5HB,1,43.58,43.58,43.58,43.58,0.0,117,117,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,8,4,0.5,1,0.125,0,0.0,Credit,0.0,0.0,0.0,0.0,0.0,0.0,7
04K3KW96TQ,16,1788.41,111.78,67.78,202.08,36.56,30,1032,1002,62.6,0,5,3,2,Repair,0.0,0.038,0.172,0.79,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04K509DC0J,7,488.21,69.74,30.28,206.58,61.93,43,1047,1004,143.4,0,5,2,3,Maintenance,0.0,0.151,0.849,0.0,8,3,0.375,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
04K5TULSOW,5,279.13,55.83,34.99,84.92,19.49,64,352,288,57.6,0,4,3,4,Maintenance,0.0,0.231,0.465,0.304,6,1,0.167,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04K5U8XXOI,11,1572.3,142.94,77.36,171.34,34.26,43,851,808,73.5,0,3,3,3,Cosmetic,0.9,0.049,0.051,0.0,8,3,0.375,2,0.25,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,0
04K6ZAVHBF,2,79.63,39.82,33.07,46.56,9.54,807,993,186,93.0,0,2,1,2,Maintenance,0.0,0.0,1.0,0.0,3,2,0.667,1,0.333,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,9
04K817S8X4,6,772.66,128.78,26.04,170.24,58.7,293,824,531,88.5,0,4,2,1,Maintenance,0.634,0.0,0.366,0.0,7,5,0.714,4,0.571,1,0.143,Credit,0.0,1.0,0.0,0.0,0.0,0.0,8
04KBCVDUHP,2,320.06,160.03,153.7,166.36,8.95,254,739,485,242.5,0,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,3,2,0.667,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
04KEDVVNZ7,2,149.62,74.81,72.37,77.25,3.45,870,934,64,32.0,0,1,1,1,Repair,0.0,0.0,0.0,1.0,6,3,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
04KFOYJTM5,7,636.7,90.96,54.05,144.68,30.99,90,1094,1004,143.4,0,3,2,3,Repair,0.0,0.0,0.085,0.915,9,3,0.333,1,0.111,1,0.111,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,2
04KG1OWOOO,17,1945.49,114.44,25.8,162.49,48.32,98,1086,988,58.1,0,6,4,4,Cosmetic,0.832,0.036,0.097,0.036,5,2,0.4,2,0.4,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
04KMZTDSMS,5,394.75,78.95,25.53,126.47,46.28,347,1022,675,135.0,0,4,2,3,Maintenance,0.0,0.0,0.384,0.616,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
04KNL7ZPC1,7,1032.51,147.5,74.66,170.55,34.42,129,1042,913,130.4,0,2,2,4,Cosmetic,0.928,0.072,0.0,0.0,6,3,0.5,2,0.333,0,0.0,Credit,0.0,0.0,0.0,0.0,0.0,0.0,1
